318842,5,16:46:20,80.40,77.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,5,-5,5,5,1
318842,6,16:46:20,81.40,78.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,6,-6,6,6,1
318842,7,16:46:20,82.40,79.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,7,-7,7,7,1
318842,8,16:46:20,83.40,80.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,8,-8,8,8,1
318842,9,16:46:20,84.40,81.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,9,-9,9,9,1
318842,10,16:46:20,85.40,82.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,10,-10,10,10,1
318842,11,16:46:20,86.40,83.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,11,-11,11,11,1
318842,12,16:46:20,87.40,84.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,12,-12,12,12,1
318842,13,16:46:20,88.40,85.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,13,-13,13,13,1
318842,14,16:46:20,89.40,86.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,14,-14,14,14,1
318842,15,16:46:20,90.40,87.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,15,-15,15,15,1
318842,16,16:46:20,91.40,88.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,16,-16,16,16,1
318842,17,16:46:20,92.40,89.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,17,-17,17,17,1
318842,18,16:46:20,93.40,90.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,18,-18,18,18,1
318842,19,16:46:20,94.40,91.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,19,-19,19,19,1
318842,20,16:46:20,95.40,92.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,20,-20,20,20,1
318842,21,16:46:20,96.40,93.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,21,-21,21,21,1
318842,22,16:46:20,97.40,94.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,22,-22,22,22,1
318842,23,16:46:20,98.40,95.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,23,-23,23,23,1
318842,24,16:46:20,99.40,96.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,24,-24,24,24,1
318842,25,16:46:20,100.40,97.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,25,-25,25,25,1
318842,26,16:46:20,101.40,98.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,26,-26,26,26,1
318842,27,16:46:20,102.40,99.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,27,-27,27,27,1
318842,28,16:46:20,103.40,100.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,28,-28,28,28,1
318842,29,16:46:20,104.40,101.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,29,-29,29,29,1
318842,30,16:46:20,105.40,102.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,30,-30,30,30,1
318842,31,16:46:20,106.40,103.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,31,-31,31,31,1
318842,32,16:46:20,107.40,104.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,32,-32,32,32,1
318842,33,16:46:20,108.40,105.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,33,-33,33,33,1
318842,34,16:46:20,109.40,106.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,34,-34,34,34,1
318842,35,16:46:20,110.40,107.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,35,-35,35,35,1
318842,36,16:46:20,111.40,108.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,36,-36,36,36,1
318842,37,16:46:20,112.40,109.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,37,-37,37,37,1
318842,38,16:46:20,113.40,110.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,38,-38,38,38,1
318842,39,16:46:20,114.40,111.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,39,-39,39,39,1
318842,40,16:46:20,115.40,112.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,40,-40,40,40,1
318842,41,16:46:20,116.40,113.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,41,-41,41,41,1
318842,0,16:46:20,75.40,72.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,0,0,0,0,1
318842,1,16:46:20,76.40,73.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,1,-1,1,1,1
318842,2,16:46:20,77.40,74.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,2,-2,2,2,1
318842,3,16:46:20,78.40,75.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,3,-3,3,3,1
318842,4,16:46:20,79.40,76.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,4,-4,4,4,1
318842,5,16:46:20,80.40,77.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,5,-5,5,5,1
318842,6,16:46:20,81.40,78.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,6,-6,6,6,1
318842,7,16:46:20,82.40,79.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,7,-7,7,7,1
318842,0,16:46:20,75.40,72.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,0,0,0,0,1
318842,1,16:46:20,76.40,73.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,1,-1,1,1,1
318842,2,16:46:20,77.40,74.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,2,-2,2,2,1
318842,3,16:46:20,78.40,75.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,3,-3,3,3,1
